Title: *pmos on conduction
Date: Sun Feb 13 23:16:55  2022
Plotname: DC transfer characteristic
Flags: real
No. Variables: 9
No. Points: 25
Variables:
	0	v(v-sweep)	voltage
	1	v(drain)	voltage
	2	v(gate)	voltage
	3	v(source)	voltage
	4	v(body)	voltage
	5	i(vd)	current
	6	i(vg)	current
	7	i(vs)	current
	8	i(vb)	current
Values:
 0	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	7.724817386869851e-18
	-1.649835434198263e-17
	7.724817386864301e-18
	1.048719568248479e-18

 1	5.000000000000000e-02
	0.000000000000000e+00
	5.000000000000000e-02
	0.000000000000000e+00
	0.000000000000000e+00
	6.383591930785784e-10
	-1.276722748355663e-09
	6.383591930785784e-10
	4.364189321191254e-15

 2	1.000000000000000e-01
	0.000000000000000e+00
	1.000000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	1.688683704613424e-09
	-3.377375386304227e-09
	1.688683704613424e-09
	7.979369108687979e-15

 3	1.500000000000000e-01
	0.000000000000000e+00
	1.500000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	3.227821274781818e-09
	-6.455653466658218e-09
	3.227821274781819e-09
	1.091846642846452e-14

 4	2.000000000000000e-01
	0.000000000000000e+00
	2.000000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	5.342807221120741e-09
	-1.068562768824499e-08
	5.342807221120740e-09
	1.324576627581045e-14

 5	2.500000000000000e-01
	0.000000000000000e+00
	2.500000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	8.132078166649153e-09
	-1.626417135691671e-08
	8.132078166649154e-09
	1.502589446951938e-14

 6	3.000000000000000e-01
	0.000000000000000e+00
	3.000000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	1.170677049924436e-08
	-2.341355734986061e-08
	1.170677049924436e-08
	1.635216800079262e-14

 7	3.500000000000000e-01
	0.000000000000000e+00
	3.500000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	1.619214416099703e-08
	-3.238430588969887e-08
	1.619214416099703e-08
	1.756816491194217e-14

 8	4.000000000000000e-01
	0.000000000000000e+00
	4.000000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	2.172914914243530e-08
	-4.345831930430144e-08
	2.172914914243530e-08
	2.100449411955825e-14

 9	4.500000000000000e-01
	0.000000000000000e+00
	4.500000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	2.847614992074369e-08
	-5.695234427116613e-08
	2.847614992074370e-08
	4.443654872335468e-14

 10	4.999999999999999e-01
	0.000000000000000e+00
	4.999999999999999e-01
	0.000000000000000e+00
	0.000000000000000e+00
	3.661082360498280e-08
	-7.322187167702054e-08
	3.661082360498280e-08
	2.244638599558750e-13

 11	5.499999999999999e-01
	0.000000000000000e+00
	5.499999999999999e-01
	0.000000000000000e+00
	0.000000000000000e+00
	4.633224867059496e-08
	-9.266610287439470e-08
	4.633224867059492e-08
	1.605544372422422e-12

 12	6.000000000000000e-01
	0.000000000000000e+00
	6.000000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	5.786320256068998e-08
	-1.157385407513090e-07
	5.786320256068995e-08
	1.213560393746280e-11

 13	6.500000000000000e-01
	0.000000000000000e+00
	6.500000000000000e-01
	0.000000000000000e+00
	0.000000000000000e+00
	7.145268797866121e-08
	-1.429974791078426e-07
	7.145268797866076e-08
	9.210314738667199e-11

 14	7.000000000000001e-01
	0.000000000000000e+00
	7.000000000000001e-01
	0.000000000000000e+00
	0.000000000000000e+00
	8.737870898805253e-08
	-1.754551361421441e-07
	8.737870898804917e-08
	6.977181940589893e-10

 15	7.500000000000001e-01
	0.000000000000000e+00
	7.500000000000001e-01
	0.000000000000000e+00
	0.000000000000000e+00
	1.059513157756072e-07
	-2.171534380090989e-07
	1.059513157755818e-07
	5.250806446072219e-09

 16	8.000000000000002e-01
	0.000000000000000e+00
	8.000000000000002e-01
	0.000000000000000e+00
	0.000000000000000e+00
	1.275159063836636e-07
	-2.928936565227414e-07
	1.275159063834807e-07
	3.786184375077932e-08

 17	8.500000000000002e-01
	0.000000000000000e+00
	8.500000000000002e-01
	0.000000000000000e+00
	0.000000000000000e+00
	1.524566495617770e-07
	-5.236389373497463e-07
	1.524566495607202e-07
	2.187256381778083e-07

 18	9.000000000000002e-01
	0.000000000000000e+00
	9.000000000000002e-01
	0.000000000000000e+00
	0.000000000000000e+00
	1.812003656109522e-07
	-1.107675870998248e-06
	1.812003656073520e-07
	7.452751397795380e-07

 19	9.500000000000003e-01
	0.000000000000000e+00
	9.500000000000003e-01
	0.000000000000000e+00
	0.000000000000000e+00
	2.142218391287412e-07
	-2.018556591321108e-06
	2.142218391210616e-07
	1.590112913074831e-06

 20	1.000000000000000e+00
	0.000000000000000e+00
	1.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	2.520483630827751e-07
	-3.190233887062632e-06
	2.520483630698056e-07
	2.686137160907963e-06

 21	1.050000000000000e+00
	0.000000000000000e+00
	1.050000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	2.952645570512022e-07
	-4.643860412212319e-06
	2.952645570316379e-07
	4.053331298135523e-06

 22	1.100000000000000e+00
	0.000000000000000e+00
	1.100000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	3.445182374028314e-07
	-6.433074685507911e-06
	3.445182373751179e-07
	5.744038210723884e-06

 23	1.150000000000000e+00
	0.000000000000000e+00
	1.150000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	4.005267776261536e-07
	-8.623857121303757e-06
	4.005267775884297e-07
	7.822803566076073e-06

 24	1.200000000000000e+00
	0.000000000000000e+00
	1.200000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	4.640840070308900e-07
	-1.129207660405251e-05
	4.640840069809428e-07
	1.036390859005181e-05

